"u","v"
-83.6584244,25.19295502
-83.4084244,25.19295502
-83.1584244,25.19295502
-82.9084244,25.19295502
-82.6584244,25.19295502
-82.4084244,25.19295502
-82.1584244,25.19295502
-81.9084244,25.19295502
-81.6584244,25.19295502
-81.4084244,25.19295502
-81.1584244,25.19295502
-80.9084244,25.19295502
-80.6584244,25.19295502
-80.4084244,25.19295502
-80.1584244,25.19295502
-79.9084244,25.19295502
-79.6584244,25.19295502
-79.4084244,25.19295502
-79.1584244,25.19295502
-78.9084244,25.19295502
-78.6584244,25.19295502
-78.4084244,25.19295502
-78.1584244,25.19295502
-77.9084244,25.19295502
-77.6584244,25.19295502
-77.4084244,25.19295502
-77.1584244,25.19295502
-76.9084244,25.19295502
-76.6584244,25.19295502
-76.4084244,25.19295502
-76.1584244,25.19295502
-75.9084244,25.19295502
-75.6584244,25.19295502
-75.4084244,25.19295502
-75.1584244,25.19295502
-74.9084244,25.19295502
-74.6584244,25.19295502
-74.4084244,25.19295502
-74.1584244,25.19295502
-73.9084244,25.19295502
-73.6584244,25.19295502
-73.4084244,25.19295502
-73.1584244,25.19295502
-72.9084244,25.19295502
-72.6584244,25.19295502
-72.4084244,25.19295502
-72.1584244,25.19295502
-71.9084244,25.19295502
-71.6584244,25.19295502
-71.4084244,25.19295502
-71.1584244,25.19295502
-70.9084244,25.19295502
-70.6584244,25.19295502
-70.4084244,25.19295502
-70.1584244,25.19295502
-69.9084244,25.19295502
-69.6584244,25.19295502
-69.4084244,25.19295502
-69.1584244,25.19295502
-68.9084244,25.19295502
-68.6584244,25.19295502
-68.4084244,25.19295502
-68.1584244,25.19295502
-67.9084244,25.19295502
-67.6584244,25.19295502
-67.4084244,25.19295502
-67.1584244,25.19295502
-124.6584244,25.44295502
-124.4084244,25.44295502
-124.1584244,25.44295502
-123.9084244,25.44295502
-123.6584244,25.44295502
-123.4084244,25.44295502
-123.1584244,25.44295502
-122.9084244,25.44295502
-122.6584244,25.44295502
-122.4084244,25.44295502
-122.1584244,25.44295502
-121.9084244,25.44295502
-121.6584244,25.44295502
-121.4084244,25.44295502
-121.1584244,25.44295502
-120.9084244,25.44295502
-120.6584244,25.44295502
-120.4084244,25.44295502
-120.1584244,25.44295502
-119.9084244,25.44295502
-119.6584244,25.44295502
-119.4084244,25.44295502
-119.1584244,25.44295502
-118.9084244,25.44295502
-118.6584244,25.44295502
-118.4084244,25.44295502
-118.1584244,25.44295502
-117.9084244,25.44295502
-117.6584244,25.44295502
-117.4084244,25.44295502
-117.1584244,25.44295502
-116.9084244,25.44295502
-116.6584244,25.44295502
-116.4084244,25.44295502
-116.1584244,25.44295502
-115.9084244,25.44295502
-115.6584244,25.44295502
-115.4084244,25.44295502
-115.1584244,25.44295502
-114.9084244,25.44295502
-114.6584244,25.44295502
-114.4084244,25.44295502
-114.1584244,25.44295502
-113.9084244,25.44295502
-113.6584244,25.44295502
-113.4084244,25.44295502
-113.1584244,25.44295502
-112.9084244,25.44295502
-112.6584244,25.44295502
-112.4084244,25.44295502
-112.1584244,25.44295502
-111.9084244,25.44295502
-111.6584244,25.44295502
-111.4084244,25.44295502
-111.1584244,25.44295502
-110.9084244,25.44295502
-110.6584244,25.44295502
-110.4084244,25.44295502
-110.1584244,25.44295502
-109.9084244,25.44295502
-109.6584244,25.44295502
-109.4084244,25.44295502
-109.1584244,25.44295502
-108.9084244,25.44295502
-108.6584244,25.44295502
-108.4084244,25.44295502
-108.1584244,25.44295502
-107.9084244,25.44295502
-107.6584244,25.44295502
-107.4084244,25.44295502
-107.1584244,25.44295502
-106.9084244,25.44295502
-106.6584244,25.44295502
-106.4084244,25.44295502
-106.1584244,25.44295502
-105.9084244,25.44295502
-105.6584244,25.44295502
-105.4084244,25.44295502
-105.1584244,25.44295502
-104.9084244,25.44295502
-104.6584244,25.44295502
-104.4084244,25.44295502
-104.1584244,25.44295502
-103.9084244,25.44295502
-103.6584244,25.44295502
-103.4084244,25.44295502
-103.1584244,25.44295502
-102.9084244,25.44295502
-102.6584244,25.44295502
-102.4084244,25.44295502
-102.1584244,25.44295502
-101.9084244,25.44295502
-101.6584244,25.44295502
-101.4084244,25.44295502
-101.1584244,25.44295502
-100.9084244,25.44295502
-100.6584244,25.44295502
-100.4084244,25.44295502
-100.1584244,25.44295502
-99.9084244,25.44295502
-99.6584244,25.44295502
-99.4084244,25.44295502
-99.1584244,25.44295502
-98.9084244,25.44295502
-98.6584244,25.44295502
-98.4084244,25.44295502
-98.1584244,25.44295502
-97.9084244,25.44295502
-97.6584244,25.44295502
-97.4084244,25.44295502
-97.1584244,25.44295502
-96.9084244,25.44295502
-96.6584244,25.44295502
-96.4084244,25.44295502
-96.1584244,25.44295502
-95.9084244,25.44295502
-95.6584244,25.44295502
-95.4084244,25.44295502
-95.1584244,25.44295502
-94.9084244,25.44295502
-94.6584244,25.44295502
-94.4084244,25.44295502
-94.1584244,25.44295502
-93.9084244,25.44295502
-93.6584244,25.44295502
-93.4084244,25.44295502
-93.1584244,25.44295502
-92.9084244,25.44295502
-92.6584244,25.44295502
-92.4084244,25.44295502
-92.1584244,25.44295502
-91.9084244,25.44295502
-91.6584244,25.44295502
-91.4084244,25.44295502
-91.1584244,25.44295502
-90.9084244,25.44295502
-90.6584244,25.44295502
-90.4084244,25.44295502
-90.1584244,25.44295502
-89.9084244,25.44295502
-89.6584244,25.44295502
-89.4084244,25.44295502
-89.1584244,25.44295502
-88.9084244,25.44295502
-88.6584244,25.44295502
-88.4084244,25.44295502
-88.1584244,25.44295502
-87.9084244,25.44295502
-87.6584244,25.44295502
-87.4084244,25.44295502
-87.1584244,25.44295502
-86.9084244,25.44295502
-86.6584244,25.44295502
-86.4084244,25.44295502
-86.1584244,25.44295502
-85.9084244,25.44295502
-85.6584244,25.44295502
-85.4084244,25.44295502
-85.1584244,25.44295502
-84.9084244,25.44295502
-84.6584244,25.44295502
-84.4084244,25.44295502
-84.1584244,25.44295502
-83.9084244,25.44295502
-83.6584244,25.44295502
-83.4084244,25.44295502
-83.1584244,25.44295502
-82.9084244,25.44295502
-82.6584244,25.44295502
-82.4084244,25.44295502
-82.1584244,25.44295502
-81.9084244,25.44295502
-81.6584244,25.44295502
-81.4084244,25.44295502
-81.1584244,25.44295502
-80.9084244,25.44295502
-80.6584244,25.44295502
-80.4084244,25.44295502
-80.1584244,25.44295502
-79.9084244,25.44295502
-79.6584244,25.44295502
-79.4084244,25.44295502
-79.1584244,25.44295502
-78.9084244,25.44295502
-78.6584244,25.44295502
-78.4084244,25.44295502
-78.1584244,25.44295502
-77.9084244,25.44295502
-77.6584244,25.44295502
-77.4084244,25.44295502
-77.1584244,25.44295502
-76.9084244,25.44295502
-76.6584244,25.44295502
-76.4084244,25.44295502
-76.1584244,25.44295502
-75.9084244,25.44295502
-75.6584244,25.44295502
-75.4084244,25.44295502
-75.1584244,25.44295502
-74.9084244,25.44295502
-74.6584244,25.44295502
-74.4084244,25.44295502
-74.1584244,25.44295502
-73.9084244,25.44295502
-73.6584244,25.44295502
-73.4084244,25.44295502
-73.1584244,25.44295502
-72.9084244,25.44295502
-72.6584244,25.44295502
-72.4084244,25.44295502
-72.1584244,25.44295502
-71.9084244,25.44295502
-71.6584244,25.44295502
-71.4084244,25.44295502
-71.1584244,25.44295502
-70.9084244,25.44295502
-70.6584244,25.44295502
-70.4084244,25.44295502
-70.1584244,25.44295502
-69.9084244,25.44295502
-69.6584244,25.44295502
-69.4084244,25.44295502
-69.1584244,25.44295502
-68.9084244,25.44295502
-68.6584244,25.44295502
-68.4084244,25.44295502
-68.1584244,25.44295502
-67.9084244,25.44295502
-67.6584244,25.44295502
-67.4084244,25.44295502
-67.1584244,25.44295502
-124.6584244,25.69295502
-124.4084244,25.69295502
-124.1584244,25.69295502
-123.9084244,25.69295502
-123.6584244,25.69295502
-123.4084244,25.69295502
-123.1584244,25.69295502
-122.9084244,25.69295502
-122.6584244,25.69295502
-122.4084244,25.69295502
-122.1584244,25.69295502
-121.9084244,25.69295502
-121.6584244,25.69295502
-121.4084244,25.69295502
-121.1584244,25.69295502
-120.9084244,25.69295502
-120.6584244,25.69295502
-120.4084244,25.69295502
-120.1584244,25.69295502
-119.9084244,25.69295502
-119.6584244,25.69295502
-119.4084244,25.69295502
-119.1584244,25.69295502
-118.9084244,25.69295502
-118.6584244,25.69295502
-118.4084244,25.69295502
-118.1584244,25.69295502
-117.9084244,25.69295502
-117.6584244,25.69295502
-117.4084244,25.69295502
-117.1584244,25.69295502
-116.9084244,25.69295502
-116.6584244,25.69295502
-116.4084244,25.69295502
-116.1584244,25.69295502
-115.9084244,25.69295502
-115.6584244,25.69295502
-115.4084244,25.69295502
-115.1584244,25.69295502
-114.9084244,25.69295502
-114.6584244,25.69295502
-114.4084244,25.69295502
-114.1584244,25.69295502
-113.9084244,25.69295502
-113.6584244,25.69295502
-113.4084244,25.69295502
-113.1584244,25.69295502
-112.9084244,25.69295502
-112.6584244,25.69295502
-112.4084244,25.69295502
-112.1584244,25.69295502
-111.9084244,25.69295502
-111.6584244,25.69295502
-111.4084244,25.69295502
-111.1584244,25.69295502
-110.9084244,25.69295502
-110.6584244,25.69295502
-110.4084244,25.69295502
-110.1584244,25.69295502
-109.9084244,25.69295502
-109.6584244,25.69295502
-109.4084244,25.69295502
-109.1584244,25.69295502
-108.9084244,25.69295502
-108.6584244,25.69295502
-108.4084244,25.69295502
-108.1584244,25.69295502
-107.9084244,25.69295502
-107.6584244,25.69295502
-107.4084244,25.69295502
-107.1584244,25.69295502
-106.9084244,25.69295502
-106.6584244,25.69295502
-106.4084244,25.69295502
-106.1584244,25.69295502
-105.9084244,25.69295502
-105.6584244,25.69295502
-105.4084244,25.69295502
-105.1584244,25.69295502
-104.9084244,25.69295502
-104.6584244,25.69295502
-104.4084244,25.69295502
-104.1584244,25.69295502
-103.9084244,25.69295502
-103.6584244,25.69295502
-103.4084244,25.69295502
-103.1584244,25.69295502
-102.9084244,25.69295502
-102.6584244,25.69295502
-102.4084244,25.69295502
-102.1584244,25.69295502
-101.9084244,25.69295502
-101.6584244,25.69295502
-101.4084244,25.69295502
-101.1584244,25.69295502
-100.9084244,25.69295502
-100.6584244,25.69295502
-100.4084244,25.69295502
-100.1584244,25.69295502
-99.9084244,25.69295502
-99.6584244,25.69295502
-99.4084244,25.69295502
-99.1584244,25.69295502
-98.9084244,25.69295502
-98.6584244,25.69295502
-98.4084244,25.69295502
-98.1584244,25.69295502
-97.9084244,25.69295502
-97.6584244,25.69295502
-97.4084244,25.69295502
-97.1584244,25.69295502
-96.9084244,25.69295502
-96.6584244,25.69295502
-96.4084244,25.69295502
-96.1584244,25.69295502
-95.9084244,25.69295502
-95.6584244,25.69295502
-95.4084244,25.69295502
-95.1584244,25.69295502
-94.9084244,25.69295502
-94.6584244,25.69295502
-94.4084244,25.69295502
-94.1584244,25.69295502
-93.9084244,25.69295502
-93.6584244,25.69295502
-93.4084244,25.69295502
-93.1584244,25.69295502
-92.9084244,25.69295502
-92.6584244,25.69295502
-92.4084244,25.69295502
-92.1584244,25.69295502
-91.9084244,25.69295502
-91.6584244,25.69295502
-91.4084244,25.69295502
-91.1584244,25.69295502
-90.9084244,25.69295502
-90.6584244,25.69295502
-90.4084244,25.69295502
-90.1584244,25.69295502
-89.9084244,25.69295502
-89.6584244,25.69295502
-89.4084244,25.69295502
-89.1584244,25.69295502
-88.9084244,25.69295502
-88.6584244,25.69295502
-88.4084244,25.69295502
-88.1584244,25.69295502
-87.9084244,25.69295502
-87.6584244,25.69295502
-87.4084244,25.69295502
-87.1584244,25.69295502
-86.9084244,25.69295502
-86.6584244,25.69295502
-86.4084244,25.69295502
-86.1584244,25.69295502
-85.9084244,25.69295502
-85.6584244,25.69295502
-85.4084244,25.69295502
-85.1584244,25.69295502
-84.9084244,25.69295502
-84.6584244,25.69295502
-84.4084244,25.69295502
-84.1584244,25.69295502
-83.9084244,25.69295502
-83.6584244,25.69295502
-83.4084244,25.69295502
-83.1584244,25.69295502
-82.9084244,25.69295502
-82.6584244,25.69295502
-82.4084244,25.69295502
-82.1584244,25.69295502
-81.9084244,25.69295502
-81.6584244,25.69295502
-81.4084244,25.69295502
-81.1584244,25.69295502
-80.9084244,25.69295502
-80.6584244,25.69295502
-80.4084244,25.69295502
-80.1584244,25.69295502
-79.9084244,25.69295502
-79.6584244,25.69295502
-79.4084244,25.69295502
-79.1584244,25.69295502
-78.9084244,25.69295502
-78.6584244,25.69295502
-78.4084244,25.69295502
-78.1584244,25.69295502
-77.9084244,25.69295502
-77.6584244,25.69295502
-77.4084244,25.69295502
-77.1584244,25.69295502
-76.9084244,25.69295502
-76.6584244,25.69295502
-76.4084244,25.69295502
-76.1584244,25.69295502
-75.9084244,25.69295502
-75.6584244,25.69295502
-75.4084244,25.69295502
-75.1584244,25.69295502
-74.9084244,25.69295502
-74.6584244,25.69295502
-74.4084244,25.69295502
-74.1584244,25.69295502
-73.9084244,25.69295502
-73.6584244,25.69295502
-73.4084244,25.69295502
-73.1584244,25.69295502
-72.9084244,25.69295502
-72.6584244,25.69295502
-72.4084244,25.69295502
-72.1584244,25.69295502
-71.9084244,25.69295502
-71.6584244,25.69295502
-71.4084244,25.69295502
-71.1584244,25.69295502
-70.9084244,25.69295502
-70.6584244,25.69295502
-70.4084244,25.69295502
-70.1584244,25.69295502
-69.9084244,25.69295502
-69.6584244,25.69295502
-69.4084244,25.69295502
-69.1584244,25.69295502
-68.9084244,25.69295502
-68.6584244,25.69295502
-68.4084244,25.69295502
-68.1584244,25.69295502
-67.9084244,25.69295502
-67.6584244,25.69295502
-67.4084244,25.69295502
-67.1584244,25.69295502
-124.6584244,25.94295502
-124.4084244,25.94295502
-124.1584244,25.94295502
-123.9084244,25.94295502
-123.6584244,25.94295502
-123.4084244,25.94295502
-123.1584244,25.94295502
-122.9084244,25.94295502
-122.6584244,25.94295502
-122.4084244,25.94295502
-122.1584244,25.94295502
-121.9084244,25.94295502
-121.6584244,25.94295502
-121.4084244,25.94295502
-121.1584244,25.94295502
-120.9084244,25.94295502
-120.6584244,25.94295502
-120.4084244,25.94295502
-120.1584244,25.94295502
-119.9084244,25.94295502
-119.6584244,25.94295502
-119.4084244,25.94295502
-119.1584244,25.94295502
-118.9084244,25.94295502
-118.6584244,25.94295502
-118.4084244,25.94295502
-118.1584244,25.94295502
-117.9084244,25.94295502
-117.6584244,25.94295502
-117.4084244,25.94295502
-117.1584244,25.94295502
-116.9084244,25.94295502
-116.6584244,25.94295502
-116.4084244,25.94295502
-116.1584244,25.94295502
-115.9084244,25.94295502
-115.6584244,25.94295502
-115.4084244,25.94295502
-115.1584244,25.94295502
-114.9084244,25.94295502
-114.6584244,25.94295502
-114.4084244,25.94295502
-114.1584244,25.94295502
-113.9084244,25.94295502
-113.6584244,25.94295502
-113.4084244,25.94295502
-113.1584244,25.94295502
-112.9084244,25.94295502
-112.6584244,25.94295502
-112.4084244,25.94295502
-112.1584244,25.94295502
-111.9084244,25.94295502
-111.6584244,25.94295502
-111.4084244,25.94295502
-111.1584244,25.94295502
-110.9084244,25.94295502
-110.6584244,25.94295502
-110.4084244,25.94295502
-110.1584244,25.94295502
-109.9084244,25.94295502
-109.6584244,25.94295502
-109.4084244,25.94295502
-109.1584244,25.94295502
-108.9084244,25.94295502
-108.6584244,25.94295502
-108.4084244,25.94295502
-108.1584244,25.94295502
-107.9084244,25.94295502
-107.6584244,25.94295502
-107.4084244,25.94295502
-107.1584244,25.94295502
-106.9084244,25.94295502
-106.6584244,25.94295502
-106.4084244,25.94295502
-106.1584244,25.94295502
-105.9084244,25.94295502
-105.6584244,25.94295502
-105.4084244,25.94295502
-105.1584244,25.94295502
-104.9084244,25.94295502
-104.6584244,25.94295502
-104.4084244,25.94295502
-104.1584244,25.94295502
-103.9084244,25.94295502
-103.6584244,25.94295502
-103.4084244,25.94295502
-103.1584244,25.94295502
-102.9084244,25.94295502
-102.6584244,25.94295502
-102.4084244,25.94295502
-102.1584244,25.94295502
-101.9084244,25.94295502
-101.6584244,25.94295502
-101.4084244,25.94295502
-101.1584244,25.94295502
-100.9084244,25.94295502
-100.6584244,25.94295502
-100.4084244,25.94295502
-100.1584244,25.94295502
-99.9084244,25.94295502
-99.6584244,25.94295502
-99.4084244,25.94295502
-99.1584244,25.94295502
-98.9084244,25.94295502
-98.6584244,25.94295502
-98.4084244,25.94295502
-98.1584244,25.94295502
-97.9084244,25.94295502
-97.6584244,25.94295502
-97.4084244,25.94295502
-97.1584244,25.94295502
-96.9084244,25.94295502
-96.6584244,25.94295502
-96.4084244,25.94295502
-96.1584244,25.94295502
-95.9084244,25.94295502
-95.6584244,25.94295502
-95.4084244,25.94295502
-95.1584244,25.94295502
-94.9084244,25.94295502
-94.6584244,25.94295502
-94.4084244,25.94295502
-94.1584244,25.94295502
-93.9084244,25.94295502
-93.6584244,25.94295502
-93.4084244,25.94295502
-93.1584244,25.94295502
-92.9084244,25.94295502
-92.6584244,25.94295502
-92.4084244,25.94295502
-92.1584244,25.94295502
-91.9084244,25.94295502
-91.6584244,25.94295502
-91.4084244,25.94295502
-91.1584244,25.94295502
-90.9084244,25.94295502
-90.6584244,25.94295502
-90.4084244,25.94295502
-90.1584244,25.94295502
-89.9084244,25.94295502
-89.6584244,25.94295502
-89.4084244,25.94295502
-89.1584244,25.94295502
-88.9084244,25.94295502
-88.6584244,25.94295502
-88.4084244,25.94295502
-88.1584244,25.94295502
-87.9084244,25.94295502
-87.6584244,25.94295502
-87.4084244,25.94295502
-87.1584244,25.94295502
-86.9084244,25.94295502
-86.6584244,25.94295502
-86.4084244,25.94295502
-86.1584244,25.94295502
-85.9084244,25.94295502
-85.6584244,25.94295502
-85.4084244,25.94295502
-85.1584244,25.94295502
-84.9084244,25.94295502
-84.6584244,25.94295502
-84.4084244,25.94295502
-84.1584244,25.94295502
-83.9084244,25.94295502
-83.6584244,25.94295502
-83.4084244,25.94295502
-83.1584244,25.94295502
-82.9084244,25.94295502
-82.6584244,25.94295502
-82.4084244,25.94295502
-82.1584244,25.94295502
-81.9084244,25.94295502
-81.6584244,25.94295502
-81.4084244,25.94295502
-81.1584244,25.94295502
-80.9084244,25.94295502
-80.6584244,25.94295502
-80.4084244,25.94295502
-80.1584244,25.94295502
-79.9084244,25.94295502
-79.6584244,25.94295502
-79.4084244,25.94295502
-79.1584244,25.94295502
-78.9084244,25.94295502
-78.6584244,25.94295502
-78.4084244,25.94295502
-78.1584244,25.94295502
-77.9084244,25.94295502
-77.6584244,25.94295502
-77.4084244,25.94295502
-77.1584244,25.94295502
-76.9084244,25.94295502
-76.6584244,25.94295502
-76.4084244,25.94295502
-76.1584244,25.94295502
-75.9084244,25.94295502
-75.6584244,25.94295502
-75.4084244,25.94295502
-75.1584244,25.94295502
-74.9084244,25.94295502
-74.6584244,25.94295502
-74.4084244,25.94295502
-74.1584244,25.94295502
-73.9084244,25.94295502
-73.6584244,25.94295502
-73.4084244,25.94295502
-73.1584244,25.94295502
-72.9084244,25.94295502
-72.6584244,25.94295502
-72.4084244,25.94295502
-72.1584244,25.94295502
-71.9084244,25.94295502
-71.6584244,25.94295502
-71.4084244,25.94295502
-71.1584244,25.94295502
-70.9084244,25.94295502
-70.6584244,25.94295502
-70.4084244,25.94295502
-70.1584244,25.94295502
-69.9084244,25.94295502
-69.6584244,25.94295502
-69.4084244,25.94295502
-69.1584244,25.94295502
-68.9084244,25.94295502
-68.6584244,25.94295502
-68.4084244,25.94295502
-68.1584244,25.94295502
-67.9084244,25.94295502
-67.6584244,25.94295502
-67.4084244,25.94295502
-67.1584244,25.94295502
-124.6584244,26.19295502
-124.4084244,26.19295502
-124.1584244,26.19295502
-123.9084244,26.19295502
-123.6584244,26.19295502
-123.4084244,26.19295502
-123.1584244,26.19295502
-122.9084244,26.19295502
-122.6584244,26.19295502
-122.4084244,26.19295502
-122.1584244,26.19295502
-121.9084244,26.19295502
-121.6584244,26.19295502
-121.4084244,26.19295502
-121.1584244,26.19295502
-120.9084244,26.19295502
-120.6584244,26.19295502
-120.4084244,26.19295502
-120.1584244,26.19295502
-119.9084244,26.19295502
-119.6584244,26.19295502
-119.4084244,26.19295502
-119.1584244,26.19295502
-118.9084244,26.19295502
-118.6584244,26.19295502
-118.4084244,26.19295502
-118.1584244,26.19295502
-117.9084244,26.19295502
-117.6584244,26.19295502
-117.4084244,26.19295502
-117.1584244,26.19295502
-116.9084244,26.19295502
-116.6584244,26.19295502
-116.4084244,26.19295502
-116.1584244,26.19295502
-115.9084244,26.19295502
-115.6584244,26.19295502
-115.4084244,26.19295502
-115.1584244,26.19295502
-114.9084244,26.19295502
-114.6584244,26.19295502
-114.4084244,26.19295502
-114.1584244,26.19295502
-113.9084244,26.19295502
-113.6584244,26.19295502
-113.4084244,26.19295502
-113.1584244,26.19295502
-112.9084244,26.19295502
-112.6584244,26.19295502
-112.4084244,26.19295502
-112.1584244,26.19295502
-111.9084244,26.19295502
-111.6584244,26.19295502
-111.4084244,26.19295502
-111.1584244,26.19295502
-110.9084244,26.19295502
-110.6584244,26.19295502
-110.4084244,26.19295502
-110.1584244,26.19295502
-109.9084244,26.19295502
-109.6584244,26.19295502
-109.4084244,26.19295502
-109.1584244,26.19295502
-108.9084244,26.19295502
-108.6584244,26.19295502
-108.4084244,26.19295502
-108.1584244,26.19295502
-107.9084244,26.19295502
-107.6584244,26.19295502
-107.4084244,26.19295502
-107.1584244,26.19295502
-106.9084244,26.19295502
-106.6584244,26.19295502
-106.4084244,26.19295502
-106.1584244,26.19295502
-105.9084244,26.19295502
-105.6584244,26.19295502
-105.4084244,26.19295502
-105.1584244,26.19295502
-104.9084244,26.19295502
-104.6584244,26.19295502
-104.4084244,26.19295502
-104.1584244,26.19295502
-103.9084244,26.19295502
-103.6584244,26.19295502
-103.4084244,26.19295502
-103.1584244,26.19295502
-102.9084244,26.19295502
-102.6584244,26.19295502
-102.4084244,26.19295502
-102.1584244,26.19295502
-101.9084244,26.19295502
-101.6584244,26.19295502
-101.4084244,26.19295502
-101.1584244,26.19295502
-100.9084244,26.19295502
-100.6584244,26.19295502
-100.4084244,26.19295502
-100.1584244,26.19295502
-99.9084244,26.19295502
-99.6584244,26.19295502
-99.4084244,26.19295502
-99.1584244,26.19295502
-98.9084244,26.19295502
-98.6584244,26.19295502
-98.4084244,26.19295502
-98.1584244,26.19295502
-97.9084244,26.19295502
-97.6584244,26.19295502
-97.4084244,26.19295502
-97.1584244,26.19295502
-96.9084244,26.19295502
-96.6584244,26.19295502
-96.4084244,26.19295502
-96.1584244,26.19295502
-95.9084244,26.19295502
-95.6584244,26.19295502
-95.4084244,26.19295502
-95.1584244,26.19295502
-94.9084244,26.19295502
-94.6584244,26.19295502
-94.4084244,26.19295502
-94.1584244,26.19295502
-93.9084244,26.19295502
-93.6584244,26.19295502
-93.4084244,26.19295502
-93.1584244,26.19295502
-92.9084244,26.19295502
-92.6584244,26.19295502
-92.4084244,26.19295502
-92.1584244,26.19295502
-91.9084244,26.19295502
-91.6584244,26.19295502
-91.4084244,26.19295502
-91.1584244,26.19295502
-90.9084244,26.19295502
-90.6584244,26.19295502
-90.4084244,26.19295502
-90.1584244,26.19295502
-89.9084244,26.19295502
-89.6584244,26.19295502
-89.4084244,26.19295502
-89.1584244,26.19295502
-88.9084244,26.19295502
-88.6584244,26.19295502
-88.4084244,26.19295502
-88.1584244,26.19295502
-87.9084244,26.19295502
-87.6584244,26.19295502
-87.4084244,26.19295502
-87.1584244,26.19295502
-86.9084244,26.19295502
